"Sentiment","TweetText"
"irrelevant","Gibt es nun auch Sicherheitslücken bei #Microsoft? Mehrere Seiten berichten über gehackte Xbox-Live-Accounts: http://t.co/4GZ6fVkU #xbox"
"negative","Well... @Paging_Dr_A has gotten back on #twitter.. there goes my TL lol"
"irrelevant","Estoy flipando con #microsoft y #xbox no me dejan quitar mi tarjeta de credito para cobrarme la suscripcion gold!!! Maldito gates!!"
"positive","So THANKFUL for the incredible people @apple for going above and beyond and offering to and replacing my  water-damaged Macbook Pro!!! Wow!"
"positive","OMG the #Android 4.0 SDK is available NOW @ http://t.co/OeUrmtLX!! #Google"
"positive","New calendar app with pinch to zoom capabilities. Far superior to the current one! #Google #Android #ICS"
"neutral","#Microsoft researchers want to turn your hand into a touchscreen http://t.co/byYIcRpS"
"neutral","Fight: Galaxy Nexus vs. Droid RAZR vs. iPhone 4S http://t.co/P3qHh63d #Android #iPhone #Google"
"neutral","RT @_Shelly: mm but yeo .. #twitter .. free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND ! free up @_tashaaiWESTEND !"
"neutral","With #Holodesk from #Microsoft research  you can manipulate 3-D  virtual images with your hands http://t.co/lTws9xvx"
"irrelevant","Cualquier contenido en #twitter con palabras u oraciones soez el propietario no se hace responsable por daños a la moral d c/quien! #hedicho"
"neutral","RT @iTweetTechNews: Famous wrestler Razor Ramon is trending on #Twitter."
"irrelevant","@iPhonologo iOS exclusivo  desde que no logre pasar a la segunda ronda de examenes para trabajar en #Google me cambie al mundo Mac"
"neutral","Tell how Steve Jobs & @Apple changed your life and $5 will be donated to Pancreatic #Cancer Research! @PanCAN @Pan_Act http://t.co/BWzganje"
"irrelevant","Impatient de voir arriver Ice Cream Sandwich sur mon #SGS2 :) #ics #google #samsung"
"neutral","@mdhughes I have the strangest feeling we've done this exact thing before. #arial #microsoft"
"neutral","CEO Steve Ballmer says that #Microsoft dodged a bullet when it failed to acquire #Yahoo! in 2008 http://t.co/nlCxoCUz"
"neutral","@AsgariAJ #iPhone need to tell @Apple that"
"neutral","#Twitter'OFF"
"irrelevant","SDK dispo aujourd'hui #google #nexusprime"
"positive","Thank you Steve @apple store 5th av. http://t.co/nSAisriP"
"neutral","Apple sold FOUR MILLION iPhone 4S's in the first weekend: http://t.co/DdU2qM7O (via @Apple) #phonerecord #twiceiphone4sales"
"irrelevant","Finalmente llegó el Galaxy Nexus: #Google y #Samsung acaban de hacer el tan esperado… http://t.co/2Eerkm1E #tech"
"neutral","How strategic is our technology agenda? http://t.co/bmeiy5rq #Twitter #Strategy"
"neutral","can't wait for @Spotify and @Apple to integrate with Siri."
"irrelevant","Now tuned in to http://t.co/DYMDmU3z with @deejaydenco! #WorldWide #Twitter #Facebook join me!!! #RT"
"positive","Meet #Siri  your new iPhone butler. Click the link and be amazed by all it can do: http://t.co/lvfFdCEL @Apple"
"irrelevant","Mi piace! Su Twitter è presente il servizio clienti di #Microsoft ! @MicrosoftAiuta"
"neutral","Listening to this  how much do #Microsoft miss Bill Gates? http://t.co/H4OuzdOk He is a genius  as was Jobs. Bill saw it  but Steve made it."
"neutral","I'm nowhere near to be a scientst but thks to Steve Balmer 4 declarng me a scientst. Been using #Android frm last 3yrs. #Microsoft #Google"
"neutral","What was the best device in 90s ? #Apple #Sony #Samsung #Microsoft or other Companies..:)"
"negative","@KushKitty420 you  #Facebook #twitter and the #tv are all #distractions whenever I wanna study ;("
"positive","Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft"
"irrelevant","#twitter #detik Ali Imron dan Imam Samudra Survei Paddys Pub http://t.co/otUl1ujQ"
"neutral","why tha fuck ppl post everything on #twitter u cant #im on here what is it for someone tell me please"
"irrelevant","�?#bot】相互フォロワー募集!
"neutral","Check this video out -- OmniTouch - Demo Video #Microsoft demonstrates touch screen for any surface http://t.co/NL9E08Q7"
"negative","#Google People app...the next revolution in stalking."
"irrelevant","Zeer leerzame dag vandaag #redhat en #microsoft. Morgenvroeg naar #tallgrass voor de nieuwste technieken op glasvezel gebied. #"
"neutral","Three UK to carry Samsung Galaxy Nexus http://t.co/SwvAcbxC  #android #google"
"negative","#Microsoft #Outlook #2011 for #Mac #sucks… #hate"
"neutral","#Twitter (of)"
"neutral","RT @ajrogers Purdie Rogers tribute to #SteveJobs and @apple. We spray painted the Macintosh Plus w.. http://t.co/AlDicTd1"
"positive","#Microsoft #Opens The Door To Two #Spanish #Entrepreneurs With #Medical #Project ! http://t.co/c97sNizT"
"positive","just my man @apple store in @schaumburg  whoops!!!!�?"
"neutral","Samsung Galaxy Nexus  Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung"
"neutral","RT @Div_Spartan: Fellow Michiganders  do the right thing. Get online! #Google helping #Michigan businesses get online http://t.co/npz2KwmQ"
"neutral","#Samsung and #Google's Ice Cream Sandwich event #liveblog! http://t.co/iG3Gi4qd #android #icecreamsandwich"
"irrelevant","Dime porque demonios existes #Twitter ?! Oh si! Para causarle insomnio a cualquera que pase no?"
"negative","Where is my iPhone!?!?!?!
"irrelevant","Resultado de ventas de @apple 4millones de #iPhone4s vendidos"
"negative","So apparently @apple put MB cap on your SMS with the new update. 25mb storage before it tells you your inbox is full. What is this 2001?"
"irrelevant","@Peedro_Guiih gato intenda a nat é a metamoforse sorridente. . . . . .ela nao intende ela joga tudo no #google"
"irrelevant","RT @ricklennie: Un vistazo a Windows Server 8 http://t.co/BmcJLgDV #Microsoft"
"positive","RT @Mr_Lister: Loves the new presentations tool for Google Docs - particularly themes and adding video via URL #google #sd33 #edchat #ed ..."
"irrelevant","Google Fr #Google #earth #pro: Avez-vous déjà essayé Google Earth Pro? Google Earth dispose… http://t.co/Ezqlmq4T"
"irrelevant","RT @dmolim: #Microsoft ра�?�?ледует проблемы пропажи клавиатуры в #Windows #Phone #Mango http://t.co/1JqdUCjr"
"neutral","Free Microsoft adCenter Credits http://t.co/OBUxExci #webhostingcoupon #adcenter #credits #free #microsoft"
"neutral","@Apple Why do you have a volume control in the fast app switcher!? Buttons. Volume buttons. You have them. Give me a brightness slider! #wtf"
"neutral","Today's #bargain? Check #Microsoft Bluetooth Mobile Keyboard 6000 http://t.co/sXpNubdH  #tech #deals"
"irrelevant","#SPOED! Op zoek naar een #Support #Engineer!  #HBO #Microsoft #sharepoint #SQL! Ben jij analytisch/klantgerich… (cont) http://t.co/RCaS7Kph"
"irrelevant","no es mucha  novedad que hotmail este down todos estos dias #Microsoft"
"negative","Android Crashing: 1  Google 'Quick Response' Feature: 0 #Google #ICS #Android #QuickResponse"
"neutral","Logitech Revue Companion Box with Google TV and Keyboard Controller by #Logitech #Google #TVBox via #amazon http://t.co/NkPjGP3W"
"neutral","Lls. && im actually tlkin about #twitter"
"negative","RT @CircusTK: I'm wit chu!! “@ShayDiddy: Officially boycotting @ups!!! Calling @apple to curse them out next for using them wasting my t ..."
"neutral","RT“@reimeraaron: #twitter keeps me from sleeping! #soaddicted�?"
"neutral","RT @Infograhpic: The Perks of Working at #Google  #Facebook  #Twitter and More [INFOGRAPHIC] http://t.c...  @MediaTip"
"irrelevant","RT @zvitaly: �?нтивиру�? #Microsoft Security Essentials удал�?ет из �?и�?темы браузер #Google #Chrome  �?чита�? его тро�?ном PWS Win32/Zbot: htt ..."
"irrelevant","RT @IEMPO: En el Curso BMT en #microsoft #mexico ... Para trabajar el modelo de negocios de @Axentit en la Nube"
"neutral","#Microsoft opens a temp #Kinect / Windows Phone Store http://t.co/txnKgFzl #wp7 #windowsphone #xbox360 #wp75 #msft"
"neutral","#Microsoft HOY What’s Next Stream: Windows PC http://t.co/2MQ0I0Cm ➨ @MicrosoftLatam"
"irrelevant","RT @monizetru: Lo mejor de #twitter sucede en la madruga  cuando los continentes abrazan un no sé qué que a mí me (falta)&gt;SOBRA!"
"irrelevant","Microsoft startet globale Dachkampagne für Consumer-Produkte: Ende des Monats feiert Microsoft eine M... http://t.co/qMX8opY0 #microsoft"
"irrelevant","@8_ivonne @1_Ddanille  ahhahahaha noceee asaber porq me llamo y digo ke me cnectara a #twitter pero niiiiii cntestaaaa-!!!"
"neutral","@MindPhucked you changed your #twitter name?!"
"irrelevant","xau #twitter."
"neutral","Your face unlocks the phone  as facial recognition replaces a traditional pass code. #Google Nexus Prime smartphone"
"irrelevant","Saludoss pa To' L@s Twitter@s Nocturn@s.. Jeje.. @elBellacoMusic Nose pero Ahoritaa me Sumbo Mas pal #Twitter q pal #Face..! #TadeModa ;)"
"irrelevant","#Bill_Gates llamado a declarar por un antiguo caso de monopolio contra #Microsoft http://t.co/JVPtsfzz"
"neutral","#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6"
"positive","#Google #Android Icecream Sandwich OS for Nexus Prime Released! [LIVE BLOG] | http://t.co/LF03ZKUz #technology #hk"
"positive","Siri  which #Android device should I replace my #iPhone with? #Apple vs. #Google"
"irrelevant","Soy FAN de #Google  http://t.co/bGBhZROX http://t.co/iLNouVGK http://t.co/RfFixdi4 http://t.co/pdRns1pK"
"neutral","Going to the @apple store today to get this laptop situation figured out"
"irrelevant","#Twitter Off!!"
"positive","#mango shows #microsoft still has the taste for smartphone success http://t.co/mAOQaplH"
"irrelevant","Policías asaltando a empresarios en plena luz del día? que falta? reggetoneros con cuentas de #Twitter? #nomamar"
"neutral","#Google to begin defaulting logged-in #users to #secure #search: According to a blog post by… http://t.co/64Cj3GuH"
"neutral","#Microsoft's Steve Ballmer attacks #Android phones (Telegraph) - http://t.co/9wbIy1Er"
"neutral","#Twitter FDP"
"neutral","@WonderLaura  Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft"
"neutral","Ice Cream Sandwitch comes alive today #android #google"
"neutral","Mashable! - Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes  You’re ...  #yahoo #microsoft #ballmer http://t.co/tWIzjGBR"
"positive","I've pretty much abandoned Facebook for Twitter. #twitter'slegit"
"neutral","#Samsung #Galaxy #Nexus hands-on (video) http://t.co/9MNNerc5 #mobile #android4 #galaxynexus #google"
"neutral","Our trip to SF and Silicon Valley is about to end. Visit @Apple HQ is one of the final stops. http://t.co/ikoOqdoc"
"irrelevant","@crucius89 miiiiiiiiiiiiiiira la rotita tenia #twitter aunque esta novata aun"
"neutral","Ugh idk how to use this thing #twitter #helpme"
"irrelevant","Nueva tecnología táctil emula funcionalidad del monitor #Microsoft #Kinect http://t.co/QUAK6947"
"neutral","#Samsung  #Google Android 4 reveal: Live Event Blog by #engadet http://t.co/DL68lKQU"
"positive","Good to see #Google finally turning their focus on user experience. http://t.co/AYhOKgo8 #IceCreamSandwich #Android"
"negative","Totally unproductive day with no access to #Microsoft Excel or Word  aaargh! Will be working late tonight after hubby fixes. #fingerscrossed"
"irrelevant","hahahhaha´ no puedo usar el #twitter por laa compuu"
"neutral","@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE"
"neutral","Android 4.0 SDK now available #google #android http://t.co/dB2Rzsu5 #neowin"
"irrelevant","RT @profissionaisti: http://t.co/1ioM4Fqs O que realmente pode mudar com o Windows 8 #windows8 #microsoft"
"negative","RT @JolieeSharmeda #twitter be fucking up"
"neutral","Just Been To The Future And Back lol... Just Watch Something Happening Tomorrow Morning! #Google #Android"
"irrelevant","A Dormir.! #Twitter OFF"
"neutral","RT @Nawwaf91: Some people take ' following & unfollowing ' personally. #Twitter"
"neutral","Lemme just say iOS5 is mad cool BUT it needs A LOT of bug fixes @Apple"
"irrelevant","C meus amigos do #Twitter a maioria do Brasil eu tenho dificuldade p um chat qdo trabalho se madrugada! #horariodeverao no!!!"
"irrelevant","Galaxy Nexus: Google-Handy mit HD-Display und Android 4.0 - Heise Newsticker http://t.co/a4WBqmc9 #Google"
"irrelevant","#microsoft inizia a creare un ponte tra il digitale e la fisica. Incredibile. http://t.co/9yZ1vU5f"
"neutral","#Android #Google Ice Cream Sandwich new features not mentioned during webcast http://t.co/m2UGgiev #DhilipSiva"
"neutral","Android 4.0 SDK now available #google #android http://t.co/LzJmTGQ9"
"irrelevant","Google a pas innové avec un tamagochi  ils ont tout compris #google #nexusprime"
"neutral","RT @JennyOrWuuut: I wishh #twitter would tell me who retweets my stuff."
"irrelevant","#Noticias : #Microsoft lanza sitio oficial de #Skype http://t.co/v5fAsqId"
"positive","Windows Phone 7.5 Mango Update Process Ahead of Schedule. http://t.co/p1hwo73x  #Microsoft #WindowsPhone #Mango"
"neutral","As far as I can tell  Google engineer Steve Yegge never intended to become famous for criticizing the c... http://t.co/SO1rCq0y #Google+"
"neutral","My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/zMX85Fkd @apple"
"irrelevant","AsiaClassifiedToday: ITB Asia opens in Singapore - eTurboNews: eTurboNewsITB Asia opens in Singapo... http://t.co/vlL4NZc6 #asia #google"
"irrelevant","joga meu nome no #google pra ver no que vai dar ;) ♪"
"positive","On #Microsoft Excel making functions like it's my job #Productive"
"neutral","RT @AmySimendinger: @rachiecrewz dude you can't just makeup your own fucking hashtags...learn how to use #twitter"
"irrelevant","IME�?�秋田�?辞書�?�ん�?��?��?��?�ら�?�も�?��?�?��?��?� #Akita #IME #Microsoft"
"neutral","#Android #Google Ice Cream Sandwich Is Finally Official  And Here's What To Expect http://t.co/Wxhb8JXO #DhilipSiva"
"irrelevant","Conector de redes sociales de #Microsoft #Outlook  http://t.co/BPgPq45t"
"neutral","RT @KanvasKings: 1 500 #followers on #Twitter and 2 500 #fans on #Facebook? Takeover imminent? #HellYeah. ALL SHIRTS JUST $15 til Monday!"
"neutral","#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/LwFLXASL"
"positive","I can't wait to get the new #Galaxy #Nexus with #IceCreamSandwich... best yet it supports my #Google Wallet http://t.co/bqMuHxkK via @cnet"
"neutral","If u say u 100% REAL all the time...KILL YOURSELF ASAP!..Everybody have their fake moments so don't Front for #Twitter -----_________-------"
"neutral","Check%RT @CadientGroup: $6% of women use #Google for info on health care vs 28% of men -&gt; http://t.co/QEfhPgX2 (via @nicolaziady) #hcsmeu"
"neutral","#SIGSource Dawn Evans interviewing #Microsoft's Tim McBride in SIG's Inside Source exec video series. In a new role in financial operations"
"neutral","Launching November in Japan #SamsungGalaxyNexus #google #android"
